game_id,game_date,year,week,home_team,away_team,home_qb,away_qb,home_qb_epa,away_qb_epa,home_qb_snaps,away_qb_snaps,home_def_epa,away_def_epa,total_home_score,total_away_score
2000_07_OAK_KC,2000-10-15,2000,7,KC,LV,E.Grbac,R.Gannon,0.24403572936585366,0.3740067475142857,41,35,-0.3740067475142857,-0.24403572936585366,17.0,20.0
2000_07_PHI_ARI,2000-10-15,2000,7,ARI,PHI,J.Plummer,D.McNabb,-0.052718742733333324,0.29302117625,30,36,-0.29302117625,0.052718742733333324,14.0,33.0
2000_07_SD_BUF,2000-10-15,2000,7,BUF,LAC,R.Johnson,J.Harbaugh,-0.19100214304980004,0.14406916585714288,50,35,-0.14406916585714288,0.19100214304980004,27.0,24.0
2000_07_SF_GB,2000-10-15,2000,7,GB,SF,B.Favre,J.Garcia,0.29927326103448276,0.4302007383953489,29,43,-0.4302007383953489,-0.29927326103448276,31.0,28.0
2000_08_ARI_DAL,2000-10-22,2000,8,DAL,ARI,T.Aikman,J.Plummer,0.59340361875,-0.3054272431428572,16,35,0.3054272431428572,-0.59340361875,48.0,7.0
2000_08_BUF_MIN,2000-10-22,2000,8,MIN,BUF,D.Culpepper,D.Flutie,0.16261626058823528,0.3021743577777778,34,45,-0.3021743577777778,-0.16261626058823528,31.0,27.0
2000_08_CHI_PHI,2000-10-22,2000,8,PHI,CHI,D.McNabb,J.Miller,-0.12038186049999999,-0.13529403114705885,40,34,0.13529403114705885,0.12038186049999999,13.0,9.0
2000_08_CLE_PIT,2000-10-22,2000,8,PIT,CLE,K.Stewart,D.Pederson,0.026371944062500007,-0.7111135690909092,16,22,0.7111135690909092,-0.026371944062500007,22.0,0.0
2000_08_DEN_CIN,2000-10-22,2000,8,CIN,DEN,A.Smith,B.Griese,-0.01746763166666665,0.20009274158333334,12,48,-0.20009274158333334,0.01746763166666665,31.0,21.0
2000_08_DET_TB,2000-10-19,2000,8,TB,DET,S.King,C.Batch,-0.46398612148648644,-0.16124033575,37,40,0.16124033575,0.46398612148648644,14.0,28.0
2000_08_MIA_NYJ,2000-10-23,2000,8,NYJ,MIA,V.Testaverde,J.Fiedler,0.15940734852459018,0.20344471947368425,61,38,-0.20344471947368425,-0.15940734852459018,40.0,37.0
2000_08_NE_IND,2000-10-22,2000,8,IND,NE,P.Manning,D.Bledsoe,0.71322543,0.1962051283529412,21,34,-0.1962051283529412,-0.71322543,30.0,23.0
2000_08_NO_ATL,2000-10-22,2000,8,ATL,NO,C.Chandler,J.Blake,0.03978667296296296,0.04801871531250001,27,32,-0.04801871531250001,-0.03978667296296296,19.0,21.0
2000_08_SEA_OAK,2000-10-22,2000,8,LV,SEA,R.Gannon,J.Kitna,0.31386642652173913,-0.17370318293,23,20,0.17370318293,-0.31386642652173913,31.0,3.0
2000_08_SF_CAR,2000-10-22,2000,8,CAR,SF,S.Beuerlein,J.Garcia,0.3786828126086957,0.13729356551162789,46,43,-0.13729356551162789,-0.3786828126086957,34.0,16.0
2000_08_STL_KC,2000-10-22,2000,8,KC,LA,E.Grbac,K.Warner,0.19230094352941177,-0.002826250333333335,34,27,0.002826250333333335,-0.19230094352941177,54.0,34.0
2000_08_TEN_BAL,2000-10-22,2000,8,BAL,TEN,T.Banks,S.McNair,-0.2761726722432433,-0.27992701238095236,37,21,0.27992701238095236,0.2761726722432433,6.0,14.0
2000_08_WAS_JAX,2000-10-22,2000,8,JAX,WAS,M.Brunell,B.Johnson,-0.2621633934042553,0.5435157295652173,47,23,-0.5435157295652173,0.2621633934042553,16.0,35.0
2000_09_CAR_ATL,2000-10-29,2000,9,ATL,CAR,C.Chandler,S.Beuerlein,-0.3065253220689655,-0.25658966432608693,29,46,0.25658966432608693,0.3065253220689655,13.0,12.0
2000_09_CIN_CLE,2000-10-29,2000,9,CLE,CIN,S.Wynn,A.Smith,-0.521595185,-0.4535145660869565,18,23,0.4535145660869565,0.521595185,3.0,12.0
2000_09_DET_IND,2000-10-29,2000,9,IND,DET,P.Manning,C.Batch,0.294220425882353,-0.46545197146341466,34,41,0.46545197146341466,-0.294220425882353,30.0,18.0
2000_09_GB_MIA,2000-10-29,2000,9,MIA,GB,J.Fiedler,B.Favre,0.33786853561538466,-0.13532798277777777,26,36,0.13532798277777777,-0.33786853561538466,28.0,20.0
2000_09_JAX_DAL,2000-10-29,2000,9,DAL,JAX,R.Cunningham,M.Brunell,0.11508666772727269,0.565462735862069,22,29,-0.565462735862069,-0.11508666772727269,17.0,23.0
2000_09_KC_SEA,2000-10-29,2000,9,SEA,KC,J.Kitna,E.Grbac,-0.13778593391304345,0.10690668057142858,46,35,-0.10690668057142858,0.13778593391304345,19.0,24.0
2000_09_MIN_TB,2000-10-29,2000,9,TB,MIN,S.King,D.Culpepper,0.7766299867916667,-0.08622284185344825,24,58,0.08622284185344825,-0.7766299867916667,41.0,13.0
2000_09_NO_ARI,2000-10-29,2000,9,ARI,NO,J.Plummer,J.Blake,-0.19336265190000002,0.03133911617857142,50,28,-0.03133911617857142,0.19336265190000002,10.0,21.0
2000_09_NYJ_BUF,2000-10-29,2000,9,BUF,NYJ,D.Flutie,V.Testaverde,0.04636022105263157,0.23616739975000003,38,38,-0.23616739975000003,-0.04636022105263157,23.0,20.0
2000_09_OAK_SD,2000-10-29,2000,9,LAC,LV,J.Harbaugh,R.Gannon,0.11626636552631577,-0.16768668043333332,38,33,0.16768668043333332,-0.11626636552631577,13.0,15.0
2000_09_PHI_NYG,2000-10-29,2000,9,NYG,PHI,K.Collins,D.McNabb,0.08009159804878051,-0.3505789918918919,41,37,0.3505789918918919,-0.08009159804878051,24.0,7.0
2000_09_PIT_BAL,2000-10-29,2000,9,BAL,PIT,T.Dilfer,K.Stewart,-0.16085229562068964,-0.0735192556,29,25,0.0735192556,0.16085229562068964,6.0,9.0
2000_09_STL_SF,2000-10-29,2000,9,SF,LA,J.Garcia,T.Green,-0.03856111988181818,0.342940193902439,44,41,-0.342940193902439,0.03856111988181818,24.0,34.0
2000_09_TEN_WAS,2000-10-30,2000,9,WAS,TEN,B.Johnson,S.McNair,0.07209529902325582,0.13904432245,43,20,-0.13904432245,-0.07209529902325582,21.0,27.0
2000_10_BAL_CIN,2000-11-05,2000,10,CIN,BAL,A.Smith,T.Dilfer,-0.21378534553125,0.28202101,32,36,-0.28202101,0.21378534553125,7.0,27.0
2000_10_BUF_NE,2000-11-05,2000,10,NE,BUF,J.Friesz,D.Flutie,-0.6439422394166666,0.038093279499999994,24,40,-0.038093279499999994,0.6439422394166666,13.0,16.0
2000_10_CAR_STL,2000-11-05,2000,10,LA,CAR,T.Green,S.Beuerlein,0.305960591246875,0.12052815448275858,48,29,-0.12052815448275858,-0.305960591246875,24.0,27.0
2000_10_DAL_PHI,2000-11-05,2000,10,PHI,DAL,D.McNabb,R.Cunningham,0.16419750546511624,-0.3956967743703704,43,27,0.3956967743703704,-0.16419750546511624,16.0,13.0
2000_10_DEN_NYJ,2000-11-05,2000,10,NYJ,DEN,V.Testaverde,B.Griese,-0.0018953103333333285,0.5156356143589743,42,39,-0.5156356143589743,0.0018953103333333285,23.0,30.0
2000_10_IND_CHI,2000-11-05,2000,10,CHI,IND,J.Miller,P.Manning,0.2923986225,0.0842442779285714,34,42,-0.0842442779285714,-0.2923986225,27.0,24.0
2000_10_KC_OAK,2000-11-05,2000,10,LV,KC,R.Gannon,E.Grbac,0.6923936338235294,0.3119125772321429,34,56,-0.3119125772321429,-0.6923936338235294,49.0,31.0
2000_10_MIA_DET,2000-11-05,2000,10,DET,MIA,C.Batch,J.Fiedler,-0.09624968611111112,-0.049070353,18,19,0.049070353,0.09624968611111112,8.0,23.0
2000_10_MIN_GB,2000-11-06,2000,10,GB,MIN,B.Favre,D.Culpepper,0.12353757547368421,0.2694347102222222,38,36,-0.2694347102222222,-0.12353757547368421,26.0,20.0
2000_10_NYG_CLE,2000-11-05,2000,10,CLE,NYG,D.Pederson,K.Collins,-0.15256738318181817,0.6761921793636364,33,33,-0.6761921793636364,0.15256738318181817,3.0,24.0
2000_10_PIT_TEN,2000-11-05,2000,10,TEN,PIT,S.McNair,K.Stewart,0.14321679013939395,-0.1740797924,33,25,0.1740797924,-0.14321679013939395,9.0,7.0
2000_10_SD_SEA,2000-11-05,2000,10,SEA,LAC,J.Kitna,J.Harbaugh,-0.16515477350000002,0.3255424129166667,20,36,-0.3255424129166667,0.16515477350000002,17.0,15.0
2000_10_SF_NO,2000-11-05,2000,10,NO,SF,J.Blake,J.Garcia,0.4947625325,0.13945693162857145,32,35,-0.13945693162857145,-0.4947625325,31.0,15.0
2000_10_TB_ATL,2000-11-05,2000,10,ATL,TB,D.Kanell,S.King,-0.01975188206976748,-0.219141408,43,27,0.219141408,0.01975188206976748,14.0,27.0
