global_timestamp,previous_timestamp,next_timestamp,id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,outcome_name,outcome_price,outcome_point
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,h2h,2020-09-23T10:49:24Z,Indianapolis Colts,-556,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,h2h,2020-09-23T10:49:24Z,New York Jets,410,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,spreads,2020-09-23T10:49:24Z,Indianapolis Colts,-110,-10.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,spreads,2020-09-23T10:49:24Z,New York Jets,-110,10.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,totals,2020-09-23T10:49:24Z,Over,-110,44.0
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,fanduel,FanDuel,2020-09-23T10:49:24Z,totals,2020-09-23T10:49:24Z,Under,-110,44.0
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,h2h,2020-09-23T10:49:26Z,Indianapolis Colts,-476,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,h2h,2020-09-23T10:49:26Z,New York Jets,390,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,spreads,2020-09-23T10:49:26Z,Indianapolis Colts,-110,-10.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,spreads,2020-09-23T10:49:26Z,New York Jets,-110,10.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,totals,2020-09-23T10:49:26Z,Over,-110,43.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,betrivers,BetRivers,2020-09-23T10:49:26Z,totals,2020-09-23T10:49:26Z,Under,-110,43.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,unibet,Unibet,2020-09-23T10:47:20Z,h2h,2020-09-23T10:47:20Z,Indianapolis Colts,-476,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,unibet,Unibet,2020-09-23T10:47:20Z,h2h,2020-09-23T10:47:20Z,New York Jets,390,
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,unibet,Unibet,2020-09-23T10:47:20Z,spreads,2020-09-23T10:47:20Z,Indianapolis Colts,-110,-10.5
2020-09-23T10:55:00Z,2020-09-23T10:45:00Z,2020-09-23T11:05:00Z,95d4dc331a83c8544c739e87de07d98d,americanfootball_nfl,NFL,2020-09-27T20:05:00Z,Indianapolis Colts,New York Jets,unibet,Unibet,2020-09-23T10:47:20Z,spreads,2020-09-23T10:47:20Z,New York Jets,-110,10.5
