global_timestamp,previous_timestamp,next_timestamp,id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,outcome_name,outcome_price,outcome_point
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,spreads,2021-10-20T10:46:10Z,Cleveland Browns,-114,-3.0
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,spreads,2021-10-20T10:46:10Z,Denver Broncos,-108,3.0
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,totals,2021-10-20T10:46:10Z,Over,-109,42.5
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,totals,2021-10-20T10:46:10Z,Under,-112,42.5
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,h2h,2021-10-20T10:46:10Z,Cleveland Browns,-167,
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,sugarhouse,SugarHouse,2021-10-20T10:46:10Z,h2h,2021-10-20T10:46:10Z,Denver Broncos,145,
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,twinspires,TwinSpires,2021-10-20T10:46:11Z,spreads,2021-10-20T10:46:11Z,Cleveland Browns,-114,-3.0
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,twinspires,TwinSpires,2021-10-20T10:46:11Z,spreads,2021-10-20T10:46:11Z,Denver Broncos,-108,3.0
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,twinspires,TwinSpires,2021-10-20T10:46:11Z,h2h,2021-10-20T10:46:11Z,Cleveland Browns,-175,
2021-10-20T10:55:00Z,2021-10-20T10:45:00Z,2021-10-20T11:05:00Z,82b1a550ea2535f5ce80a59ae0c1291f,americanfootball_nfl,NFL,2021-10-22T00:20:00Z,Cleveland Browns,Denver Broncos,twinspires,TwinSpires,2021-10-20T10:46:11Z,h2h,2021-10-20T10:46:11Z,Denver Broncos,140,
