global_timestamp,previous_timestamp,next_timestamp,id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,outcome_name,outcome_price,outcome_point
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,h2h,2022-12-05T10:55:35Z,New Orleans Saints,152,
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,h2h,2022-12-05T10:55:35Z,Tampa Bay Buccaneers,-179,
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,spreads,2022-12-05T10:55:35Z,New Orleans Saints,-120,3.5
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,spreads,2022-12-05T10:55:35Z,Tampa Bay Buccaneers,100,-3.5
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,totals,2022-12-05T10:55:35Z,Over,-110,41.0
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,wynnbet,WynnBET,2022-12-05T10:55:35Z,totals,2022-12-05T10:55:35Z,Under,-110,41.0
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,twinspires,TwinSpires,2022-12-05T10:55:36Z,h2h,2022-12-05T10:55:36Z,New Orleans Saints,145,
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,twinspires,TwinSpires,2022-12-05T10:55:36Z,h2h,2022-12-05T10:55:36Z,Tampa Bay Buccaneers,-180,
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,superbook,SuperBook,2022-12-05T10:51:30Z,h2h,2022-12-05T10:51:30Z,New Orleans Saints,150,
2022-12-05T10:55:37Z,2022-12-05T10:50:37Z,2022-12-05T11:00:37Z,629a32a787b46ef94502e1e192099152,americanfootball_nfl,NFL,2022-12-06T01:15:00Z,Tampa Bay Buccaneers,New Orleans Saints,superbook,SuperBook,2022-12-05T10:51:30Z,h2h,2022-12-05T10:51:30Z,Tampa Bay Buccaneers,-170,
